layer,old,new,occurrences,files
ui,lue,loaded,0,inventory-E5b
ui,sigRepliques,repliesSig,0,inventory-E5b
ui,contexte,context,0,inventory-E5b
ui,prenom,firstName,0,inventory-E5b
ui,citation,quote,0,inventory-E5b
ui,citationNette,cleanQuote,0,inventory-E5b
ui,contenu,content,0,inventory-E5b
ui,lues,fetched,0,inventory-E5b
ui,echeance,deadline,0,inventory-E5b
ui,poidsHumain,humanWeight,0,inventory-E5b
ui,octets,bytes,0,inventory-E5b
ui,somme,sum,0,inventory-E5b
ui,joindre,attach,0,inventory-E5b
ui,choisirFichiers,chooseFiles,0,inventory-E5b
ui,retirer,remove,0,inventory-E5b
ui,rapatrierUne,retrieveOne,0,inventory-E5b
ui,reessayer,retry,0,inventory-E5b
ui,renoncer,giveUp,0,inventory-E5b
ui,actifs,activeFormats,0,inventory-E5b
ui,gras,bold,0,inventory-E5b
ui,italique,italic,0,inventory-E5b
ui,souligne,underline,0,inventory-E5b
ui,puces,bulletList,0,inventory-E5b
ui,numerotee,numberedList,0,inventory-E5b
ui,initiales,initials,0,inventory-E5b
ui,composantes,components,0,inventory-E5b
ui,quel,which,0,inventory-E5b
ui,flottante,floating,0,inventory-E5b
ui,ton,tone,0,inventory-E5b
ui,captes,captured,0,inventory-E5b
ui,ancre,anchor,0,inventory-E5b
ui,bascule,toggling,0,inventory-E5b
ui,VALEURS,VALUES,0,inventory-E5b
ui,LIBELLE_DESTINATION,DESTINATION_LABEL,0,inventory-E5b
ui,epochDe,epochOf,0,inventory-E5b
ui,quiDe,whoOf,0,inventory-E5b
ui,CRANS,NOTCHES,0,inventory-E5b
ui,NIVEAUX,LEVELS,0,inventory-E5b
ui,FICHES,THEME_CARDS,0,inventory-E5b
ui,poser,setThemeAttribute,0,inventory-E5b
ui,refleter,reflectTheme,0,inventory-E5b
ui,suiviOs,osTracking,0,inventory-E5b
ui,appliquerSuiviOs,applyOsTracking,0,inventory-E5b
ui,maintenant,now,0,inventory-E5b
ui,ecart,elapsed,0,inventory-E5b
ui,quantieme,ordinalDay,0,inventory-E5b
ui,connectes,connected,0,inventory-E5b
ui,onrepere,onmarker,0,inventory-E5b
ui,onnom,onname,0,inventory-E5b
ui,onajoute,onadd,0,inventory-E5b
ui,onsupprime,onremove,0,inventory-E5b
ui,onreconnecte,onreconnect,0,inventory-E5b
ui,onroutage,onrouting,0,inventory-E5b
ui,onfermer,onclose,0,inventory-E5b
ui,HORIZONS_IMPORT,IMPORT_HORIZONS,0,inventory-E5b
ui,suivre,track,0,inventory-E5b
ui,retrait,removalTarget,0,inventory-E5b
ui,retraitOccupe,removalBusy,0,inventory-E5b
ui,filtre,filter,0,inventory-E5b
ui,rouvre,reopening,0,inventory-E5b
ui,reconnexion,reconnection,0,inventory-E5b
ui,reconnecter,reconnect,0,inventory-E5b
ui,confirmerRetrait,confirmRemoval,0,inventory-E5b
ui,choisir,choose,0,inventory-E5b
ui,basculerAuto,toggleAuto,0,inventory-E5b
ui,voulu,wanted,0,inventory-E5b
ui,effacerSignature,clearSignature,0,inventory-E5b
ui,basculerRepliques,toggleReplies,0,inventory-E5b
ui,fiche,card,0,inventory-E5b
ui,melange,mixed,0,inventory-E5b
ui,onreprendre,onresume,0,inventory-E5b
ui,onarchiver,onarchive,0,inventory-E5b
ui,onsupprimer,ondelete,0,inventory-E5b
ui,onrepondre,onreply,0,inventory-E5b
ui,onrepondretous,onreplyall,0,inventory-E5b
ui,ontransferer,onforward,0,inventory-E5b
ui,onnonspam,onnotspam,0,inventory-E5b
ui,onagrandir,onenlarge,0,inventory-E5b
ui,onepingler,onpin,0,inventory-E5b
ui,ondeplacer,onmove,0,inventory-E5b
ui,oncote,onsetaside,0,inventory-E5b
ui,perime,stale,0,inventory-E5b
ui,retenu,kept,0,inventory-E5b
ui,annuaire,directory,0,inventory-E5b
ui,vise,target,0,inventory-E5b
ui,enregistrements,savesInFlight,0,inventory-E5b
ui,epuise,exhausted,0,inventory-E5b
ui,servi,served,0,inventory-E5b
ui,nee,capturedGen,0,inventory-E5b
ui,neeSource,capturedSource,0,inventory-E5b
ui,anciennes,previous,0,inventory-E5b
ui,fraiches,fresh,0,inventory-E5b
ui,hauteurs,heights,0,inventory-E5b
ui,toujours,always,0,inventory-E5b
ui,resservir,serveAgain,0,inventory-E5b
ui,basculerPli,toggleCollapse,0,inventory-E5b
ui,siennes,theirCards,0,inventory-E5b
ui,temoins,witnesses,0,inventory-E5b
ui,marquees,marked,0,inventory-E5b
ui,temoin,witness,0,inventory-E5b
ui,onchanger,onchange,0,inventory-E5b
ui,prete,ready,0,inventory-E5b
ui,navPrete,navReady,0,inventory-E5b
ui,onglet,tab,0,inventory-E5b
ui,nResultats,resultCount,0,inventory-E5b
ui,activite,activity,0,inventory-E5b
ui,saisirPoignee,grabHandle,0,inventory-E5b
ui,glisserPoignee,dragHandle,0,inventory-E5b
ui,relacherPoignee,releaseHandle,0,inventory-E5b
ui,toucherPoignee,keyHandle,0,inventory-E5b
ui,choisirDuTiroir,chooseFromDrawer,0,inventory-E5b
ui,quoi,what,0,inventory-E5b
ui,envoisProgrammes,scheduledSends,0,inventory-E5b
ui,navRecente,navRecent,0,inventory-E5b
ui,instantaneFourni,providedSnapshot,0,inventory-E5b
ui,instantane,snapshot,0,inventory-E5b
ui,apercusEnCours,previewsInProgress,0,inventory-E5b
ui,restants,remainingOnes,0,inventory-E5b
ui,restant,remaining,0,inventory-E5b
ui,minuterieProgramme,scheduledTimer,0,inventory-E5b
ui,sonderEnvois,probeSends,0,inventory-E5b
ui,refusees,refused,0,inventory-E5b
ui,programme,scheduledEntry,0,inventory-E5b
ui,principale,primary,0,inventory-E5b
ui,verifierTelemetrie,checkTelemetry,0,inventory-E5b
ui,rapports,reports,0,inventory-E5b
ui,consentement,consent,0,inventory-E5b
ui,trancher,decide,0,inventory-E5b
ui,connecter,connect,0,inventory-E5b
ui,sonderActivite,probeActivity,0,inventory-E5b
ui,IMMOBILITE_MAX,STALL_MAX_MS,0,inventory-E5b
ui,synchroniser,runSyncCycle,0,inventory-E5b
ui,surveiller,monitor,0,inventory-E5b
ui,baseClaire,dbReady,0,inventory-E5b
ui,assurer,ensure,0,inventory-E5b
ui,resservieRecente,reloadRecent,0,inventory-E5b
ui,reussies,succeeded,0,inventory-E5b
ui,spamRefuse,spamRefused,0,inventory-E5b
ui,saisie,typing,0,inventory-E5b
ui,onchoisir,onchoose,0,inventory-E5b
ui,onouvrir,onopen,0,inventory-E5b
ui,onrouter,onroute,0,inventory-E5b
ui,ononglet,ontab,0,inventory-E5b
ui,ongroupe,ongroup,0,inventory-E5b
ui,onresultats,onresults,0,inventory-E5b
ui,onretour,onback,0,inventory-E5b
ui,onecrire,oncompose,0,inventory-E5b
ui,complet,complete,0,inventory-E5b
ui,onfini,onfinish,0,inventory-E5b
ui,couture,seam,0,inventory-E5b
ui,H_ENTETE,H_HEADER,0,inventory-E5b
ui,entetes,headers,0,inventory-E5b
ui,positionsEntetes,headerPositions,0,inventory-E5b
ui,decalage,offset,0,inventory-E5b
ui,courante,current,0,inventory-E5b
ui,sourceRepondue,sourceAnswered,0,inventory-E5b
ui,extraPuce,extraChip,0,inventory-E5b
ui,pleine,fullPage,0,inventory-E5b
ui,corrige,corrected,0,inventory-E5b
ui,candidats,candidates,0,inventory-E5b
ui,pomper,pump,0,inventory-E5b
ui,hauteurEspace,spaceHeight,0,inventory-E5b
ui,ancreCran,anchorStep,0,inventory-E5b
ui,visibles,visibleCount,0,inventory-E5b
ui,vivant,alive,0,inventory-E5b
ui,echoue,failed,0,inventory-E5b
ui,promesse,promise,0,inventory-E5b
ui,MAX_RESULTATS,MAX_RESULTS,0,inventory-E5b
ui,cochees,checkedRows,0,inventory-E5b
ui,basculer,toggle,0,inventory-E5b
ui,flot,stream,0,inventory-E5b
ui,etendre,extend,0,inventory-E5b
ui,ordre,order,0,inventory-E5b
ui,coutureServieA,seamServedAt,0,inventory-E5b
ui,aPuces,hasChips,0,inventory-E5b
ui,ONGLETS,TABS,0,inventory-E5b
ui,attentes,waits,0,inventory-E5b
ui,epinglee,pinned,0,inventory-E5b
ui,puce,chip,0,inventory-E5b
ui,APERCUS,PREVIEWS,0,inventory-E5b
ui,apercu3,preview3,0,inventory-E5b
ui,apercu2,preview2,0,inventory-E5b
ui,apercu1,preview1,0,inventory-E5b
ui,continuer,proceed,0,inventory-E5b
ui,progression,progress,0,inventory-E5b
ui,occupe,busy,0,inventory-E5b
ui,decider,decide,0,inventory-E5b
ui,pourcent,percent,0,inventory-E5b
ui,PLAGES,RANGES,0,inventory-E5b
ui,PERIMETRES,SCOPES,0,inventory-E5b
ui,ecartes,screenedOut,0,inventory-E5b
ui,rang,entry,0,inventory-E5b
ui,ongenerique,ongeneric,0,inventory-E5b
ui,generique,generic,0,inventory-E5b
ui,imapHote,imapHost,0,inventory-E5b
ui,smtpHote,smtpHost,0,inventory-E5b
ui,domaine,domain,0,inventory-E5b
ui,eventail,fan,0,inventory-E5b
ui,tableau,board,0,inventory-E5b
ui,annulable,cancelable,0,inventory-E5b
ui,sondage,pollTimer,0,inventory-E5b
ui,migree,migrated,0,inventory-E5b
ui,absolu,absolute,0,inventory-E5b
ui,declencheur,trigger,0,inventory-E5b
ui,clic,click,0,inventory-E5b
ui,TRIS,SORTS,0,inventory-E5b
ui,courant,current,0,inventory-E5b
ui,hauteur,height,0,inventory-E5b
ui,miroir,mirror,0,inventory-E5b
ui,disque,dot,0,inventory-E5b
ui,pleins,dots,0,inventory-E5b
ui,remplis,filled,0,inventory-E5b
ui,desactivee,disabled,0,inventory-E5b
